"name","pointx_class","lat","lon","poi_class","Entertainment","Gambling","Sports","id"
"Nine Yards",4210273,51.5281549513904,-0.0778269474810221,"Entertainment",1,0,0,1975
"The Queen's Club",4240305,51.4868474149847,-0.212265930643794,"Sports",0,0,1,1976
"Lander P R",4210273,51.613817267591,-0.1764440832441,"Entertainment",1,0,0,1977
"Bons Farm Stables",4230321,51.6497904443043,0.1711530845135,"Sports",0,0,1,1978
"Anterides",4210273,51.5273020704001,-0.0889203881844514,"Entertainment",1,0,0,1979
"Bannatyne Health & Fitness",4240293,51.3784683921959,-0.446028486093969,"Sports",0,0,1,1980
"Mother Bar",4250312,51.5271732074058,-0.0804776914781074,"Entertainment",1,0,0,1981
"William Hill",4220279,51.6419214177982,-0.0686691262132469,"Gambling",0,1,0,1982
"Flying by Foy Ltd",4210273,51.6561282754294,-0.28214865145271,"Entertainment",1,0,0,1983
"Coral Bookmakers",4220279,51.6438523920163,-0.11332075485517,"Gambling",0,1,0,1984
"Coral Bookmakers",4220279,51.4211774379861,-0.0019453221327877,"Gambling",0,1,0,1985
"Coral Bookmakers",4220279,51.3770734220715,0.0113795506876662,"Gambling",0,1,0,1986
"Coral Bookmakers",4220279,51.6007808030921,-0.268036939592067,"Gambling",0,1,0,1987
"Coral Bookmakers",4220279,51.5723787567567,-0.354588144772297,"Gambling",0,1,0,1988
"Coral Bookmakers",4220279,51.3923265436453,0.0352629638393625,"Gambling",0,1,0,1989
"Coral Bookmakers",4220279,51.424632256249,-0.0036214427669833,"Gambling",0,1,0,1990
"Coral Bookmakers",4220279,51.5179545272672,-0.11086002897257,"Gambling",0,1,0,1991
"Coral Bookmakers",4220279,51.594833367079,-0.383142653471336,"Gambling",0,1,0,1992
"Coral Bookmakers",4220279,51.5762608982661,-0.370781625360624,"Gambling",0,1,0,1993
"Coral Bookmakers",4220279,51.6468496985721,-0.44280872618628,"Gambling",0,1,0,1994
"Coral Bookmakers",4220279,51.4067843580266,-0.405916008776914,"Gambling",0,1,0,1995
"Coral Bookmakers",4220279,51.4508627622992,0.102416888748097,"Gambling",0,1,0,1996
"Coral Bookmakers",4220279,51.5826780975196,-0.315519499462481,"Gambling",0,1,0,1997
"Coral Bookmakers",4220279,51.5147733232566,-0.0568837781332808,"Gambling",0,1,0,1998
"Crocodile Music",4210273,51.512057352671,-0.139105916971832,"Entertainment",1,0,0,1999
"Coral Bookmakers",4220279,51.6060502779524,-0.300646752229129,"Gambling",0,1,0,2000
"David Pugh Ltd",4210273,51.4923023545906,-0.155713228669989,"Entertainment",1,0,0,2001
"Coral Bookmakers",4220279,51.5158257520895,-0.18912331911769,"Gambling",0,1,0,2002
"Coral Bookmakers",4220279,51.4877330394101,-0.140269305406484,"Gambling",0,1,0,2003
"Coral Bookmakers",4220279,51.4993515320189,-0.539210290733499,"Gambling",0,1,0,2004
"Coral Bookmakers",4220279,51.3102588656543,-0.0564133656376129,"Gambling",0,1,0,2005
"William Hill",4220279,51.3945538784813,-0.0676056707124529,"Gambling",0,1,0,2006
"William Hill",4220279,51.426195501246,-0.0500019106118151,"Gambling",0,1,0,2007
"Coral Bookmakers",4220279,51.4758774033732,-0.0471349736730888,"Gambling",0,1,0,2008
"Coral Bookmakers",4220279,51.4543822763706,-0.037286027582015,"Gambling",0,1,0,2009
"Coral Bookmakers",4220279,51.4342377358878,0.0089402882326631,"Gambling",0,1,0,2010
"Coral Bookmakers",4220279,51.3743189685785,0.0986780243563864,"Gambling",0,1,0,2011
"Coral Bookmakers",4220279,51.5389740441794,0.127875688296541,"Gambling",0,1,0,2012
"Coral Bookmakers",4220279,51.4511758978884,-0.476661291519797,"Gambling",0,1,0,2013
"Coral Bookmakers",4220279,51.4854770807166,0.0053438043749241,"Gambling",0,1,0,2014
"Coral Bookmakers",4220279,51.4832961566419,-0.0304564873730765,"Gambling",0,1,0,2015
"Coral Bookmakers",4220279,51.4872819285288,0.0914117833177882,"Gambling",0,1,0,2016
"All Star Lanes",4240290,51.5101053181911,-0.221719978855454,"Sports",0,0,1,2017
"Coral Bookmakers",4220279,51.5290360411312,-0.0484076430674382,"Gambling",0,1,0,2018
"Coral Bookmakers",4220279,51.3343725320875,-0.0767984643430838,"Gambling",0,1,0,2019
"Coral Bookmakers",4220279,51.4034126254255,-0.176233802626401,"Gambling",0,1,0,2020
"The Brockley Jack Theatre",4250315,51.4534232370278,-0.0385505993771202,"Entertainment",1,0,0,2021
"Coral Bookmakers",4220279,51.5197315665854,-0.05833325933667,"Gambling",0,1,0,2022
"Coral Bookmakers",4220279,51.518620848053,-0.0793526778767708,"Gambling",0,1,0,2023
"Coral Bookmakers",4220279,51.523106950428,-0.175024842836196,"Gambling",0,1,0,2024
"Coral Bookmakers",4220279,51.5357466411394,0.0938389922872115,"Gambling",0,1,0,2025
"William Hill",4220279,51.5238905842093,-0.0936905983507277,"Gambling",0,1,0,2026
"Coral Bookmakers",4220279,51.4477098882287,-0.0185896700908463,"Gambling",0,1,0,2027
"Coral Bookmakers",4220279,51.5085288870919,-0.144567181180953,"Gambling",0,1,0,2028
"Coral Bookmakers",4220279,51.475008294583,-0.337596149194887,"Gambling",0,1,0,2029
"Coral Bookmakers",4220279,51.554636822014,-0.21256646520939,"Gambling",0,1,0,2030
"Coral Bookmakers",4220279,51.5648269499141,-0.262982918067,"Gambling",0,1,0,2031
"Ladbrokes Plc",4220279,51.5913367728044,-0.141498119128338,"Gambling",0,1,0,2032
"Continental Drifts",4210273,51.5886905136133,-0.055322183598632,"Entertainment",1,0,0,2033
"Coral Bookmakers",4220279,51.3224324057394,-0.203209007719133,"Gambling",0,1,0,2034
"William Hill",4220279,51.5259493751154,-0.125464205903893,"Gambling",0,1,0,2035
"Coral Bookmakers",4220279,51.5876688727672,-0.554250075689525,"Gambling",0,1,0,2036
"Leisure Entertainment Holders Ltd",4220280,51.4255969274705,-0.0486177025991541,"Gambling",0,1,0,2037
"Coral Bookmakers",4220279,51.3104877166663,0.0354417918199138,"Gambling",0,1,0,2038
"Coral Bookmakers",4220279,51.5040519804615,-0.0907535339106097,"Gambling",0,1,0,2039
"Coral Bookmakers",4220279,51.6118583303861,-0.0653091425639503,"Gambling",0,1,0,2040
"Coral Bookmakers",4220279,51.5209927798426,-0.209977767865968,"Gambling",0,1,0,2041
"Coral Bookmakers",4220279,51.5589394661047,0.130769657335727,"Gambling",0,1,0,2042
"Coral Bookmakers",4220279,51.5515312437731,0.129182908567729,"Gambling",0,1,0,2043
"Coral Bookmakers",4220279,51.5419290265288,0.112654523146164,"Gambling",0,1,0,2044
"Coral Bookmakers",4220279,51.5321579700287,0.147094943505173,"Gambling",0,1,0,2045
"William Hill",4220279,51.5693814682945,-0.123678188124949,"Gambling",0,1,0,2046
"William Hill",4220279,51.4147797419738,-0.0519258654939196,"Gambling",0,1,0,2047
"Coral Bookmakers",4220279,51.3794542345577,-0.242893704518045,"Gambling",0,1,0,2048
"Coral Bookmakers",4220279,51.5514937207223,0.114352618745247,"Gambling",0,1,0,2049
"Coral Bookmakers",4220279,51.5159251170337,-0.205535534090373,"Gambling",0,1,0,2050
"Coral Bookmakers",4220279,51.3104853355991,-0.298000704543224,"Gambling",0,1,0,2051
"Troxy",4240302,51.5130188085035,-0.0440048159483795,"Sports",0,0,1,2052
"Northend Children's Centre",4210271,51.4650855382998,0.182832224344176,"Entertainment",1,0,0,2053
"Will to Win",4240305,51.4867145204812,-0.260714395909209,"Sports",0,0,1,2054
"Mallinson Sports Centre",4240293,51.5740890861737,-0.155503026711724,"Sports",0,0,1,2055
"City Theatricals Ltd",4210273,51.4008142182296,-0.242830017181525,"Entertainment",1,0,0,2056
"Ditton Hill Farm DIY Stables",4230321,51.3774792781717,-0.311624847235609,"Sports",0,0,1,2057
"South Herts Golf Club",4240292,51.6363225152192,-0.190930339278972,"Sports",0,0,1,2058
"170 Queen's Gate",4250762,51.4979911045025,-0.179082550428542,"Entertainment",1,0,0,2059
"Geckos Climbing for Kids",4230770,51.5652814431649,-0.0924793042002157,"Sports",0,0,1,2060
"Clapham Common Tennis Courts",4240305,51.4542140206272,-0.151404995418244,"Sports",0,0,1,2061
"The Addington Golf Club",4240292,51.3647717648606,-0.0385052896586495,"Sports",0,0,1,2062
"Mesmerizing Management",4210273,51.5884048062871,-0.144880271128423,"Entertainment",1,0,0,2063
"Moonlight Events & Lola Frozen Foods Ltd",4210273,51.5697319389198,-0.0373578242751941,"Entertainment",1,0,0,2064
"Claritas Marketing",4210273,51.5350870303553,-0.105392486162228,"Entertainment",1,0,0,2065
"Autonomy Music Group",4210273,51.5426351734486,-0.123509503196745,"Entertainment",1,0,0,2066
"Woodham Court",4250314,51.3432214307666,-0.538651350600019,"Entertainment",1,0,0,2067
"Irvin Leisure Ltd",4210273,51.5520016399113,-0.29780070255298,"Entertainment",1,0,0,2068
"Harvey Management Services Ltd",4210273,51.524757426059,-0.168701035696233,"Entertainment",1,0,0,2069
"B M I",4210273,51.5197377688039,-0.118862476199211,"Entertainment",1,0,0,2070
"Chorleywood Golf Club",4240292,51.6549787208548,-0.517168547380206,"Sports",0,0,1,2071
"Bluman Associates",4210273,51.570520822924,-0.116214156160633,"Entertainment",1,0,0,2072
"Virgin Active Health Club",4240293,51.4550860891969,-0.340097536013527,"Sports",0,0,1,2073
"Olivia Bell Management",4210273,51.5154392628925,-0.135754047791339,"Entertainment",1,0,0,2074
"National Theatre",4210273,51.5071972151261,-0.113626494286319,"Entertainment",1,0,0,2075
"Tandem Events Ltd",4210273,51.5240721009692,-0.0767159040859035,"Entertainment",1,0,0,2076
"Little Dinosaurs",4210271,51.5944807268899,-0.130527030609418,"Entertainment",1,0,0,2077
"J J Productions Ltd",4210273,51.6561423404814,-0.281266236802208,"Entertainment",1,0,0,2078
"Gordon Drayson Magical Entertainment",4210273,51.3400631403117,-0.0920809739542623,"Entertainment",1,0,0,2079
"Company Three",4210273,51.5492337299971,-0.107155842245062,"Entertainment",1,0,0,2080
"London Party Boats Ltd",4210273,51.5759405137926,0.18479172265023,"Entertainment",1,0,0,2081
"Miami Health & Fitness",4240293,51.4899454657093,-0.0805724698881587,"Sports",0,0,1,2082
"The Better Body Group Ltd",4240293,51.2905454357913,0.195455468028458,"Sports",0,0,1,2083
"United Agents",4210273,51.5125050268239,-0.135585604297534,"Entertainment",1,0,0,2084
"Jenningsbet",4220279,51.5935225813407,-0.10665789115002,"Gambling",0,1,0,2085
"G & D Events",4210273,51.5250546252215,-0.107264951438077,"Entertainment",1,0,0,2086
"Momentum Events Ltd",4210273,51.5337652928914,-0.129497530857196,"Entertainment",1,0,0,2087
"M C C G L C",4210273,51.5234663915564,-0.0792641179230191,"Entertainment",1,0,0,2088
"Kudos Music",4210273,51.5375232807123,-0.488127413070631,"Entertainment",1,0,0,2089
"Club Wembley",4210273,51.5566919043454,-0.27966584592097,"Entertainment",1,0,0,2090
"The Ambassadors Theatre Group",4210273,51.5110819609756,-0.128668601732507,"Entertainment",1,0,0,2091
"Fleet River Management",4210273,51.512878155069,-0.132529452186761,"Entertainment",1,0,0,2092
"Weybridge Conservative Club",4250314,51.3714991331393,-0.462512005331553,"Entertainment",1,0,0,2093
"Bigfish Management Ltd",4210273,51.5588938189896,-0.211445985408866,"Entertainment",1,0,0,2094
"The Victory Club",4250314,51.3977743736836,-0.0791574835815171,"Entertainment",1,0,0,2095
"Graham Beacom Toastmaster",4210273,51.4050031675882,0.0493845205879099,"Entertainment",1,0,0,2096
"Richings Park Golf Club",4240292,51.4992640723967,-0.51939771952171,"Sports",0,0,1,2097
"Williamson & Holmes",4210273,51.5173374149657,-0.138631276823322,"Entertainment",1,0,0,2098
"Airport Bowl",4240290,51.4808670107159,-0.431546716506937,"Sports",0,0,1,2099
"William Hill",4220279,51.3747676212292,-0.0965870379215931,"Gambling",0,1,0,2100
"LivingWell Health Clubs",4240293,51.4586733588286,-0.441606297712793,"Sports",0,0,1,2101
"The Royal British Legion",4250314,51.5356217064232,-0.349050597845294,"Entertainment",1,0,0,2102
"William Hill",4220279,51.5164204062112,-0.0828179226261087,"Gambling",0,1,0,2103
"The Walbrook",4210273,51.5124841519238,-0.0895838404115236,"Entertainment",1,0,0,2104
"Iroko Theatre Company",4250315,51.5307690326227,0.0103180985484632,"Entertainment",1,0,0,2105
"David Lloyd Leisure Ltd",4240293,51.4057559568511,-0.222518544397548,"Sports",0,0,1,2106
"Precipuus Events",4210273,51.4369730114712,0.0030747792663385,"Entertainment",1,0,0,2107
"Heartcore Fitness",4240293,51.4968102557796,-0.193435528925141,"Sports",0,0,1,2108
"Nadi Park Royal",4240293,51.5263717463229,-0.251212885900926,"Sports",0,0,1,2109
"Bexley Stables",4230321,51.4330813081098,0.150580465640765,"Sports",0,0,1,2110
"Hallam Conference Centre",4250762,51.5206788035056,-0.14349682933781,"Entertainment",1,0,0,2111
"A D S Agency",4210273,51.5101761600526,-0.318843381628686,"Entertainment",1,0,0,2112
"Amused Moose Comedy",4210273,51.5142754263116,-0.132688492361822,"Entertainment",1,0,0,2113
"Cineworld",4250308,51.5078871104754,-0.0227384851070418,"Entertainment",1,0,0,2114
"Odeon Cinemas",4250308,51.5391595915199,-0.144143625466942,"Entertainment",1,0,0,2115
"John Brewer Mobile Disco",4210276,51.3522393511437,-0.263782255794257,"Entertainment",1,0,0,2116
"Disctilldawn Entertainment",4210276,51.5293271489486,-0.414903122856502,"Entertainment",1,0,0,2117
"Star-lite Sounds",4210276,51.3721084904404,-0.219741569145568,"Entertainment",1,0,0,2118
"Speedy Disco",4210276,51.4850408943555,-0.195888332905073,"Entertainment",1,0,0,2119
"Beat It",4210276,51.4872460455267,-0.223110723814861,"Entertainment",1,0,0,2120
"Real Thing Discos",4210276,51.3627691080114,-0.280204922637068,"Entertainment",1,0,0,2121
"Starlight Suite",4250762,51.5689785423161,-0.0283571735888585,"Entertainment",1,0,0,2122
"Ab Salute Gym",4240293,51.5915736275995,0.216250456507681,"Sports",0,0,1,2123
"Steeldeck Rentals",4210273,51.4854222962399,-0.0592725661689778,"Entertainment",1,0,0,2124
"Northolt Golf Club",4240292,51.5380704848906,-0.380223454778119,"Sports",0,0,1,2125
"West 4 Gym",4240293,51.489235905701,-0.270192944498302,"Sports",0,0,1,2126
"Cavendish Venues",4250762,51.5114734618459,-0.0767133448720725,"Entertainment",1,0,0,2127
"London Palladium",4250315,51.51453615726,-0.140042592263119,"Entertainment",1,0,0,2128
"Rhubarb the Clown",4210273,51.5757206975882,-0.0753445408479391,"Entertainment",1,0,0,2129
"Cackets Farm Livery Yard",4230321,51.3175352950019,0.0841738594324022,"Sports",0,0,1,2130
"Aquabatix",4210273,51.4080422410621,-0.0426357700482567,"Entertainment",1,0,0,2131
"Twickenham Club",4250314,51.447103768092,-0.326324258709658,"Entertainment",1,0,0,2132
"Sidcup Golf Club",4240292,51.4405912558089,0.109514052273048,"Sports",0,0,1,2133
"Northolt Leisure Centre",4240293,51.5488822729084,-0.368508885968842,"Sports",0,0,1,2134
"Macevents Ltd",4210273,51.4708132386198,-0.205751099336186,"Entertainment",1,0,0,2135
"Acre Jean",4210273,51.4474670252205,-0.196851608968924,"Entertainment",1,0,0,2136
"99 Club",4250315,51.5109640636049,-0.130241386272921,"Entertainment",1,0,0,2137
"Whippersnappers",4210273,51.4532248796175,-0.107003272018311,"Entertainment",1,0,0,2138
"Richard Mallett Arts Management",4210273,51.4986444991596,-0.11368862129278,"Entertainment",1,0,0,2139
"Pixpod",4210273,51.6565533182024,-0.281698862974724,"Entertainment",1,0,0,2140
"Waterloo East Theatre Ltd",4250315,51.5038949590454,-0.109481916854885,"Entertainment",1,0,0,2141
"Involved Productions Ltd",4210273,51.4974422202679,-0.084233909595521,"Entertainment",1,0,0,2142
"Harvey Thorneycroft Ltd",4210273,51.4250515134262,-0.219986322952993,"Entertainment",1,0,0,2143
"Heart Productions",4210273,51.5294544981887,-0.11860182324397,"Entertainment",1,0,0,2144
"Owlbrook Stables Ltd",4230321,51.3006493535931,-0.501548303810724,"Sports",0,0,1,2145
"Secrets",4250312,51.516670789222,-0.120512313423261,"Entertainment",1,0,0,2146
"Gaelic Athletic Association",4250314,51.5494771046451,-0.399621246561061,"Entertainment",1,0,0,2147
"Gymboree Play & Music",4210271,51.4509695533969,-0.198309723469476,"Entertainment",1,0,0,2148
"Mark's Club",4250314,51.5082800099374,-0.145888643802413,"Entertainment",1,0,0,2149
"British Water Ski & Wakeboard",4230287,51.3841352295182,-0.509282489405366,"Sports",0,0,1,2150
"Prelude Entertainment",4210273,51.5196618258876,-0.0985373698517524,"Entertainment",1,0,0,2151
"Debate Chamber",4240293,51.5147718893096,-0.123790064311936,"Sports",0,0,1,2152
"Ftmakeup London",4210273,51.5088723356814,-0.194226574943569,"Entertainment",1,0,0,2153
"The Cuckoo Club",4250312,51.5099617677906,-0.137951962556204,"Entertainment",1,0,0,2154
"Soho House & Co",4250314,51.5133030303686,-0.130637065796666,"Entertainment",1,0,0,2155
"Robert Grosse",4210273,51.4605252974538,0.0088420554183386,"Entertainment",1,0,0,2156
"The Wrestling School",4250315,51.5639826519715,-0.0642399607488354,"Entertainment",1,0,0,2157
"Magic Faces",4210273,51.378590564848,-0.311986302372645,"Entertainment",1,0,0,2158
"Ace of Clubs",4250314,51.6286968475132,-0.253145406770159,"Entertainment",1,0,0,2159
"Mr Lolly",4210273,51.3940777778099,-0.219765717985244,"Entertainment",1,0,0,2160
"Agepower Entertainment",4210273,51.5854133081496,-0.305011019555407,"Entertainment",1,0,0,2161
"Niland Conference Centre",4250762,51.6415587195657,-0.333152676028176,"Entertainment",1,0,0,2162
"Darwin Leisure Centre",4250314,51.3160797572109,0.044618164497412,"Entertainment",1,0,0,2163
"Warner Music Group",4210273,51.5007293579617,-0.19158041295467,"Entertainment",1,0,0,2164
"Admiral",4220277,51.4633714342865,-0.168209716910021,"Entertainment",1,0,0,2165
"Dragons Lair Airsoft",4230283,51.5880528132637,0.163686565837713,"Sports",0,0,1,2166
"Sulivan Sweetland",4210273,51.4502503019994,-0.14822755849583,"Entertainment",1,0,0,2167
"The Colony Club",4220280,51.5051670434933,-0.149775880810593,"Gambling",0,1,0,2168
"Wickland Westcott",4210273,51.5183185969228,-0.151203200262734,"Entertainment",1,0,0,2169
"David J Pearson Professional Toastmaster",4210273,51.5859852640912,-0.350199296890358,"Entertainment",1,0,0,2170
"Terrence Brown Arc",4210271,51.5236473203057,0.0150066291361088,"Entertainment",1,0,0,2171
"Linlee Management Ltd",4210273,51.2939731326427,-0.388770741088737,"Entertainment",1,0,0,2172
"Caterham Ex-servicemens Club",4250314,51.2883283433904,-0.0888335979770109,"Entertainment",1,0,0,2173
"Nibbs Events",4210273,51.4413617721961,-0.197480586111925,"Entertainment",1,0,0,2174
"The Young Shakespeare Company",4210273,51.6281652230174,-0.116962508705312,"Entertainment",1,0,0,2175
"Fisher Productions",4210273,51.4081927620122,-0.186991699284683,"Entertainment",1,0,0,2176
"Royal Blackheath Golf Club",4240292,51.443455053951,0.057686359278782,"Sports",0,0,1,2177
"Oddsit Bookmakers",4220279,51.584495413638,-0.0195587094663127,"Gambling",0,1,0,2178
"City Pavilion",4210273,51.5925227647967,0.143862327335858,"Entertainment",1,0,0,2179
"Limetrees Children's Centre",4210271,51.53894111624,-0.391872531091053,"Entertainment",1,0,0,2180
"Chromatic Productions Ltd",4210273,51.4229071020955,-0.320235326121679,"Entertainment",1,0,0,2181
"Sting London Ltd",4210273,51.5271881785053,-0.471920322168967,"Entertainment",1,0,0,2182
"G S P",4210273,51.5095617630536,-0.224126118206763,"Entertainment",1,0,0,2183
"Sophies People",4210273,51.4580775690057,-0.202666325203,"Entertainment",1,0,0,2184
"The Denny Wise Big Band",4210273,51.3121080005941,-0.232108968313964,"Entertainment",1,0,0,2185
"Face Painting Company",4210273,51.6586025433594,0.0680792227165579,"Entertainment",1,0,0,2186
"Paddy Power",4220279,51.5239183478831,-0.201358024870102,"Gambling",0,1,0,2187
"Boreham Wood Social Club",4250314,51.6555550018752,-0.281071602353273,"Entertainment",1,0,0,2188
"Ideas Box",4210273,51.4689931439261,-0.165421721131526,"Entertainment",1,0,0,2189
"Science Ltd",4250315,51.4850076445674,-0.072296320055378,"Entertainment",1,0,0,2190
"Sidcup Working Men's Club",4250314,51.4279151001174,0.0932497949826417,"Entertainment",1,0,0,2191
"Redbridge Lakes Ltd",4230282,51.5990193402753,0.0505010995860425,"Sports",0,0,1,2192
"Deyyurdu Social Club",4250314,51.554028271564,-0.075192908175136,"Entertainment",1,0,0,2193
"The Bridge Bar",4250312,51.4107798783948,-0.0251766050951832,"Entertainment",1,0,0,2194
"Alternative Casino Entertainments",4210273,51.4026523492142,-0.24932268561248,"Entertainment",1,0,0,2195
"Pro Performance",4210273,51.2966780048225,-0.330856582235606,"Entertainment",1,0,0,2196
"Aspect Ltd",4210273,51.5476076181426,-0.191626041273043,"Entertainment",1,0,0,2197
"Symbiosis",4250762,51.512057352671,-0.139105916971832,"Entertainment",1,0,0,2198
"Solo Agency",4210273,51.4685916808198,-0.209253415872554,"Entertainment",1,0,0,2199
"Amazing Mr McDonut the Magician",4210273,51.3776402275375,-0.515456512960634,"Entertainment",1,0,0,2200
"Paddy Power",4220279,51.5514101373017,-0.111075417891872,"Gambling",0,1,0,2201
"Kate Gielgud Acting Parties",4210273,51.5298850146197,-0.212844039319644,"Entertainment",1,0,0,2202
"Quick Silver",4220277,51.590803177319,-0.104201241445131,"Entertainment",1,0,0,2203
"Live Nation",4210273,51.5150240150442,-0.141319853337523,"Entertainment",1,0,0,2204
"Admiral",4220277,51.3661855528899,-0.194098692871321,"Entertainment",1,0,0,2205
"Faceworks Face Painters",4210273,51.3466364668348,-0.127721646932457,"Entertainment",1,0,0,2206
"The Royal British Legion",4250314,51.3799312078987,-0.0180549763225508,"Entertainment",1,0,0,2207
"Sedition Dj's Ltd",4210273,51.5292668729624,-0.0880884156152319,"Entertainment",1,0,0,2208
"Tottenham Conservative Club",4250314,51.59436800181,-0.0707736445296677,"Entertainment",1,0,0,2209
"Theatre Centre",4250315,51.4778767375633,-0.027435315834194,"Entertainment",1,0,0,2210
"Ladbrokes Plc",4220279,51.6125889108261,0.221772038468975,"Gambling",0,1,0,2211
"Ladbrokes Plc",4220279,51.5999271701724,0.222427515255013,"Gambling",0,1,0,2212
"Odeon Cinemas",4250308,51.33410901738,-0.262486175621182,"Entertainment",1,0,0,2213
"Odeon Cinemas",4250308,51.4117036233559,-0.299361019606329,"Entertainment",1,0,0,2214
"Steve Justin Roadshow",4210276,51.4572586016367,0.0386683757343865,"Entertainment",1,0,0,2215
"Everyman Screen on the Green",4250308,51.5368822675557,-0.10374331919913,"Entertainment",1,0,0,2216
"Everyman Canary Wharf",4250308,51.5061104573815,-0.0176422075410483,"Entertainment",1,0,0,2217
"Everyman Belsize Park",4250308,51.5507180265175,-0.166073518808961,"Entertainment",1,0,0,2218
"Showcase Cinemas",4250308,51.5263406546024,0.0811821190775695,"Entertainment",1,0,0,2219
"Fizz D J Music Store & Hire",4210276,51.4352583485692,-0.127654096185799,"Entertainment",1,0,0,2220
"Curzon Richmond",4250308,51.4592867349523,-0.306851723801402,"Entertainment",1,0,0,2221
"Hackney Picturehouse",4250308,51.5448557976579,-0.0550140112855323,"Entertainment",1,0,0,2222
"M M Disco",4210276,51.489425131328,-0.114459533529343,"Entertainment",1,0,0,2223
"Kino Bermondsey",4250308,51.4976934780427,-0.0808463181429712,"Entertainment",1,0,0,2224
"Stars Gym",4240293,51.4802628597333,-0.169179105054526,"Sports",0,0,1,2225
"Hootananny",4250315,51.4554317414959,-0.11325535089296,"Entertainment",1,0,0,2226
"Phil Newman Set & Costume Designer",4210273,51.3708199207506,-0.083906365926105,"Entertainment",1,0,0,2227
"Hollywood Bowl",4240290,51.4960770544824,-0.0449434121954624,"Sports",0,0,1,2228
"Dream Visions",4210273,51.4421535827365,-0.182369170559775,"Entertainment",1,0,0,2229
"Cashino Gaming",4220277,51.5940852386072,-0.335410819709827,"Entertainment",1,0,0,2230
"Kidspace",4210271,51.3568547570636,-0.115541834550025,"Entertainment",1,0,0,2231
"Boisdale of Canary Wharf",4250312,51.5052068280828,-0.0216441023990468,"Entertainment",1,0,0,2232
"Price Building Ltd",4210273,51.4674158646697,-0.178457155975104,"Entertainment",1,0,0,2233
"Over Drive Studios",4250315,51.4785129399706,-0.0240955684374405,"Entertainment",1,0,0,2234
"Great Big Events",4210273,51.5443033766133,-0.141309568036267,"Entertainment",1,0,0,2235
"Wine Unearthed",4210273,51.5028437232417,-0.0769052519060692,"Entertainment",1,0,0,2236
"Arcola Theatre",4250315,51.5469115881558,-0.0749740590501942,"Entertainment",1,0,0,2237
"Crack Comedy Club Kingston",4250315,51.4143305620686,-0.300431245718244,"Entertainment",1,0,0,2238
"Cashino Gaming",4220277,51.3605813827577,-0.192236347870187,"Entertainment",1,0,0,2239
"Make Up Artistry London",4210273,51.6535629627393,-0.0970875587852579,"Entertainment",1,0,0,2240
"The Big Shoot - Sutton at Hone",4240299,51.4128128773464,0.233695007967464,"Sports",0,0,1,2241
"E X Y T",4210273,51.5529227609127,-0.0879866759502233,"Entertainment",1,0,0,2242
"Paul Roffman London Magician",4210273,51.4797210712898,-0.193794046133094,"Entertainment",1,0,0,2243
"Tenpin",4240290,51.4117072601197,-0.299363760622529,"Sports",0,0,1,2244
"The Big Shoot - Barnet",4240299,51.6597573764419,-0.245403054911165,"Sports",0,0,1,2245
"Conference Promoters & Entertainments Ltd",4210273,51.5288278578102,-0.144751216206365,"Entertainment",1,0,0,2246
"Winterson's",4210273,51.5111085235438,-0.126952558497507,"Entertainment",1,0,0,2247
"Karting Nation",4240297,51.3891305716326,-0.144902421098966,"Sports",0,0,1,2248
"Karting Nation",4240297,51.5186021240626,-0.0305047964760177,"Sports",0,0,1,2249
"Cashino Gaming",4220277,51.5069410935882,-0.270747347301815,"Entertainment",1,0,0,2250
"Addington Court Golf Club",4240292,51.3461168297712,-0.0339888829569463,"Sports",0,0,1,2251
"Spirit Productions",4210273,51.6446028693118,-0.363800573844273,"Entertainment",1,0,0,2252
"Spirit Health Club London Sutton",4240293,51.361755399197,-0.19664305874778,"Sports",0,0,1,2253
"University of Westminster Sports Ground",4240302,51.4772504530361,-0.267852712832162,"Sports",0,0,1,2254
"William Hill",4220279,51.6317902505229,-0.0547075473017965,"Gambling",0,1,0,2255
"William Hill",4220279,51.5752642392734,-0.0134223653077101,"Gambling",0,1,0,2256
"William Hill",4220279,51.5529527569583,0.005655920445638,"Gambling",0,1,0,2257
"William Hill",4220279,51.5976397078409,-0.0156659531160406,"Gambling",0,1,0,2258
"William Hill",4220279,51.5364359719021,-0.248318240337022,"Gambling",0,1,0,2259
"William Hill",4220279,51.5179792530178,-0.0797111834275353,"Gambling",0,1,0,2260
"London Fields Lido",4240304,51.5426446901399,-0.0615979638433008,"Sports",0,0,1,2261
"Cannon Golf",4240292,51.4255585886036,-0.0484754900577564,"Sports",0,0,1,2262
"William Hill",4220279,51.587388295558,-0.303973247943958,"Gambling",0,1,0,2263
"William Hill",4220279,51.3962689686845,0.175687197019643,"Gambling",0,1,0,2264
"William Hill",4220279,51.6021349593415,-0.0673397866511674,"Gambling",0,1,0,2265
"William Hill",4220279,51.601329828396,-0.268680276725978,"Gambling",0,1,0,2266
"William Hill",4220279,51.6108368752749,-0.279843871537699,"Gambling",0,1,0,2267
"William Hill",4220279,51.5920558773836,-0.069615582545416,"Gambling",0,1,0,2268
"William Hill",4220279,51.6088962450068,-0.054213274119682,"Gambling",0,1,0,2269
"William Hill",4220279,51.6118034064817,-0.0647048554116873,"Gambling",0,1,0,2270
"William Hill",4220279,51.4936818881874,-0.175494358799009,"Gambling",0,1,0,2271
