name,pointx_class,lat,lon,poi_class,Bus stop,Railway stations,Taxi rank,Underground entrance
Bus Stop (Grove Cottage),10590732.0,51.65521365808153,0.1264056503589875,Bus stop,1,0,0,0
Bus Stop (Village Hall),10590732.0,51.65302657902719,0.1235275528198282,Bus stop,1,0,0,0
Bus Stop (Village Hall),10590732.0,51.65212033802879,0.1219238794044221,Bus stop,1,0,0,0
Bus Stop (Piggotts Farm),10590732.0,51.65508552073319,0.1160769672515027,Bus stop,1,0,0,0
Bus Stop (Piggotts Farm),10590732.0,51.6553232983415,0.1158567221763059,Bus stop,1,0,0,0
Bus Stop (Pilgrims Hall),10590732.0,51.643950259165344,0.2711718419846957,Bus stop,1,0,0,0
Bus Stop (Mores Lane),10590732.0,51.64733816379351,0.2666431862621399,Bus stop,1,0,0,0
Bus Stop (Mores Lane),10590732.0,51.64772950296607,0.2664025102576042,Bus stop,1,0,0,0
Bus Stop (Old Crown Lane),10590732.0,51.65211344823552,0.2661730601317489,Bus stop,1,0,0,0
Bus Stop (Old Crown Lane),10590732.0,51.652580904962846,0.2661819230714924,Bus stop,1,0,0,0
Bus Stop (Frog Street),10590732.0,51.65510619740731,0.2676669524137728,Bus stop,1,0,0,0
Bus Stop (Green Ln),10590732.0,51.65716915343662,0.2674807802295667,Bus stop,1,0,0,0
Bus Stop (Coxtie Green Farm),10590732.0,51.639393185077545,0.2673308828914317,Bus stop,1,0,0,0
Bus Stop (Holiday Inn),10590732.0,51.609826621758295,0.2676914213844555,Bus stop,1,0,0,0
Bus Stop (Maple Gate),10590732.0,51.655835815601016,0.067909885967141,Bus stop,1,0,0,0
Bus Stop (Marjorams Ave),10590732.0,51.65523231908078,0.0700076624150302,Bus stop,1,0,0,0
Bus Stop (Wellfields),10590732.0,51.65390511431998,0.0723470576511929,Bus stop,1,0,0,0
Bus Stop (Newmans Lane),10590732.0,51.6515026686115,0.0770080499757193,Bus stop,1,0,0,0
Bus Stop (Ibbetson Path),10590732.0,51.6499496041054,0.0783826333863667,Bus stop,1,0,0,0
Bus Stop (Borders Lane),10590732.0,51.64764281147438,0.0801707330927071,Bus stop,1,0,0,0
Bus Stop (Rolls Park Corner),10590732.0,51.635482581432186,0.0863774036748571,Bus stop,1,0,0,0
Bus Stop (Burton Road),10590732.0,51.64841571570322,0.084759548217973,Bus stop,1,0,0,0
Bus Stop (Vere Road),10590732.0,51.64892197719308,0.0851152536460316,Bus stop,1,0,0,0
Bus Stop (Etheridge Road),10590732.0,51.65191739989972,0.0845588191979764,Bus stop,1,0,0,0
Bus Stop (Etheridge Road),10590732.0,51.65191328698569,0.0842839578713733,Bus stop,1,0,0,0
Bus Stop (Mannock Drive),10590732.0,51.65289060680378,0.0834324771041322,Bus stop,1,0,0,0
Bus Stop (Mannock Drive),10590732.0,51.65320536078412,0.0839384454034293,Bus stop,1,0,0,0
Bus Stop (Goldingham Avenue),10590732.0,51.654837112365314,0.0857337300206749,Bus stop,1,0,0,0
Bus Stop (Goldingham Avenue),10590732.0,51.65495392078705,0.0857390932477956,Bus stop,1,0,0,0
Bus Stop (The Cottage Loaf),10590732.0,51.65682619120096,0.0856371087312979,Bus stop,1,0,0,0
Bus Stop (The Cottage Loaf),10590732.0,51.65709163901091,0.0853745930668735,Bus stop,1,0,0,0
Bus Stop (Colebrook Lane),10590732.0,51.65855004776221,0.083764358199288,Bus stop,1,0,0,0
Bus Stop (Colebrook Lane),10590732.0,51.65874617279894,0.0833540557387954,Bus stop,1,0,0,0
Bus Stop (Davenant School),10590732.0,51.66119018720258,0.0844783256729961,Bus stop,1,0,0,0
Bus Stop (Chandler Road),10590732.0,51.65785520059723,0.0798431876572899,Bus stop,1,0,0,0
Bus Stop (Chandler Road),10590732.0,51.65757483560221,0.0794255190275577,Bus stop,1,0,0,0
Bus Stop (Pyrles Lane),10590732.0,51.65688610763173,0.0766758812310361,Bus stop,1,0,0,0
Bus Stop (Hillcroft),10590732.0,51.65650791840432,0.0736513486736162,Bus stop,1,0,0,0
Bus Stop (Hillcroft),10590732.0,51.65634351640104,0.0727763731527536,Bus stop,1,0,0,0
Bus Stop (Hillyfields),10590732.0,51.656164176905264,0.0696886826917969,Bus stop,1,0,0,0
Bus Stop (The Uplands),10590732.0,51.6512053749802,0.0591699722516414,Bus stop,1,0,0,0
Bus Stop (The Uplands),10590732.0,51.65163147093443,0.0599988380042045,Bus stop,1,0,0,0
Bus Stop (Church Close),10590732.0,51.65343996400181,0.0630155924132601,Bus stop,1,0,0,0
Bus Stop (Church Close),10590732.0,51.65428590227236,0.0645141825430389,Bus stop,1,0,0,0
Bus Stop (Spring Grove),10590732.0,51.640669532703214,0.0455983562265083,Bus stop,1,0,0,0
Bus Stop (The Crescent),10590732.0,51.6415242725541,0.0481516604285431,Bus stop,1,0,0,0
Bus Stop (Upper Park),10590732.0,51.642545419759166,0.0494117649464464,Bus stop,1,0,0,0
Bus Stop (The Crown),10590732.0,51.64459983605242,0.0522651372977015,Bus stop,1,0,0,0
Bus Stop (Forest Road),10590732.0,51.6465902451976,0.0541474121971079,Bus stop,1,0,0,0
Bus Stop (Forest Road),10590732.0,51.646940312220224,0.0546980650485625,Bus stop,1,0,0,0
Bus Stop (Traps Hill),10590732.0,51.64928402414718,0.0569434721581519,Bus stop,1,0,0,0
Bus Stop (Russell Road),10590732.0,51.62766370166222,0.0333242685809786,Bus stop,1,0,0,0
Bus Stop (Russell Road),10590732.0,51.62867655442421,0.0340342124789244,Bus stop,1,0,0,0
Bus Stop (Cricket Ground),10590732.0,51.63133020654079,0.0360603017096384,Bus stop,1,0,0,0
Bus Stop (Cricket Ground),10590732.0,51.63178969262717,0.0365288271599939,Bus stop,1,0,0,0
Bus Stop (North Farm),10590732.0,51.63752836877278,0.0411070056075254,Bus stop,1,0,0,0
Bus Stop (North Farm),10590732.0,51.63807919510003,0.0414930388855351,Bus stop,1,0,0,0
Bus Stop (Spring Grove),10590732.0,51.64034914462442,0.0448902074462463,Bus stop,1,0,0,0
Bus Stop (Loughton Library),10590732.0,51.64941892839276,0.0584818733676889,Bus stop,1,0,0,0
Bus Stop (Church Lane),10590732.0,51.64886370608456,0.0634727545549916,Bus stop,1,0,0,0
Bus Stop (Church Lane),10590732.0,51.648788776534765,0.0636428166658656,Bus stop,1,0,0,0
Bus Stop (Oak View School),10590732.0,51.648160610473965,0.068167681330493,Bus stop,1,0,0,0
Bus Stop (Oak View School),10590732.0,51.64828233460905,0.0684045060250659,Bus stop,1,0,0,0
Bus Stop (Hatfields),10590732.0,51.65160529595792,0.0762899248474765,Bus stop,1,0,0,0
Bus Stop (Hatfields),10590732.0,51.65162015590718,0.0759581080901746,Bus stop,1,0,0,0
Bus Stop (Newmans Close),10590732.0,51.650703958874665,0.0738634857917633,Bus stop,1,0,0,0
Bus Stop (Newmans Close),10590732.0,51.650645143473966,0.0736295046652703,Bus stop,1,0,0,0
Bus Stop (Alderton Rise),10590732.0,51.64668531712595,0.0671754297090064,Bus stop,1,0,0,0
Bus Stop (Alderton Rise),10590732.0,51.64605795045639,0.067566071928402,Bus stop,1,0,0,0
Bus Stop (The Lindens),10590732.0,51.64536124334099,0.0678090048013316,Bus stop,1,0,0,0
Bus Stop (The Lindens),10590732.0,51.64501471111497,0.0680823207788567,Bus stop,1,0,0,0
Bus Stop (Deepdene Road),10590732.0,51.644130963885445,0.0728119051480534,Bus stop,1,0,0,0
Bus Stop (Deepdene Road),10590732.0,51.64408399718327,0.072925394384805,Bus stop,1,0,0,0
Bus Stop (Deepdene Path),10590732.0,51.644792224298186,0.0745765669339539,Bus stop,1,0,0,0
Bus Stop (Chequers Road),10590732.0,51.64455079156866,0.0760254081675653,Bus stop,1,0,0,0
Bus Stop (Chequers Road),10590732.0,51.64455492432703,0.0763002247378536,Bus stop,1,0,0,0
Bus Stop (Playing Fields),10590732.0,51.6450203166441,0.0789666154318469,Bus stop,1,0,0,0
Bus Stop (Ladyfields),10590732.0,51.64544067147927,0.08061919185365,Bus stop,1,0,0,0
Bus Stop (Ladyfields),10590732.0,51.64540293856116,0.080718644809541,Bus stop,1,0,0,0
Bus Stop (Stonards Hill),10590732.0,51.63953011081374,0.0603608325386349,Bus stop,1,0,0,0
Bus Stop (Roding Road),10590732.0,51.64115777018399,0.0583100310115469,Bus stop,1,0,0,0
Bus Stop (Roding Road),10590732.0,51.64167335927981,0.0576251775811927,Bus stop,1,0,0,0
Bus Stop (Loughton Station),10590732.0,51.64214474558264,0.054842582093487,Bus stop,1,0,0,0
Bus Stop (Loughton Station),10590732.0,51.64231875514485,0.0546625562866718,Bus stop,1,0,0,0
Bus Stop (Brook Road),10590732.0,51.64345701727509,0.0594981942954277,Bus stop,1,0,0,0
Bus Stop (Alderton Hall Lane),10590732.0,51.64496388817123,0.0638160182713217,Bus stop,1,0,0,0
Bus Stop (Chigwell Lane),10590732.0,51.643150259594286,0.0819886021295099,Bus stop,1,0,0,0
Bus Stop (Chigwell Lane),10590732.0,51.6430272824475,0.0818239784158248,Bus stop,1,0,0,0
Bus Stop (Oakwood Ind Estate),10590732.0,51.64254314455408,0.0781884356474031,Bus stop,1,0,0,0
Bus Stop (Oakwood Ind Estate),10590732.0,51.64237804700423,0.0778629111974145,Bus stop,1,0,0,0
Bus Stop (Marlescroft Way),10590732.0,51.64239792922629,0.0736867859327446,Bus stop,1,0,0,0
Bus Stop (Marlescroft Way),10590732.0,51.64208094670397,0.0743227211275023,Bus stop,1,0,0,0
Bus Stop (Alderton Way),10590732.0,51.640024841785575,0.0654705828455337,Bus stop,1,0,0,0
Bus Stop (Alderton Way),10590732.0,51.6398358001798,0.0649706047902709,Bus stop,1,0,0,0
Bus Stop (South View),10590732.0,51.6390933122572,0.0621909299628083,Bus stop,1,0,0,0
Bus Stop (South View),10590732.0,51.63901954527221,0.0617829187001403,Bus stop,1,0,0,0
Bus Stop (Valley Close),10590732.0,51.63841932682526,0.0606284281488156,Bus stop,1,0,0,0
Bus Stop (Highland Avenue),10590732.0,51.63757788900119,0.0588705140614611,Bus stop,1,0,0,0
Bus Stop (Highland Avenue),10590732.0,51.637104069251954,0.0581987270924518,Bus stop,1,0,0,0
Bus Stop (Greensted Rd),10590732.0,51.63577598099244,0.0559853572923327,Bus stop,1,0,0,0
Bus Stop (Greensted Rd),10590732.0,51.63512939764594,0.055421425258895,Bus stop,1,0,0,0
Bus Stop (Pentlow Way),10590732.0,51.63299498042621,0.05354752903914,Bus stop,1,0,0,0
Bus Stop (Pentlow Way),10590732.0,51.63256923358472,0.0532103932621569,Bus stop,1,0,0,0
Bus Stop (Roding View),10590732.0,51.62977760459847,0.0498332271731852,Bus stop,1,0,0,0
Bus Stop (Roding View),10590732.0,51.6294611846954,0.0494143835978277,Bus stop,1,0,0,0
Bus Stop (Hurst Road),10590732.0,51.62821934070018,0.048433686144057,Bus stop,1,0,0,0
Bus Stop (The Green),10590732.0,51.62702095317088,0.0340901914845188,Bus stop,1,0,0,0
Bus Stop (Westbury Road),10590732.0,51.62711787715603,0.0373165341342108,Bus stop,1,0,0,0
Bus Stop (Westbury Road),10590732.0,51.6272447721504,0.0393305620194293,Bus stop,1,0,0,0
Bus Stop (Roebuck Lane),10590732.0,51.62701681593044,0.0426145833167931,Bus stop,1,0,0,0
Bus Stop (Roebuck Lane),10590732.0,51.6270089026759,0.0441024175068204,Bus stop,1,0,0,0
Bus Stop (Alfred Road),10590732.0,51.62723511945485,0.0502098631986901,Bus stop,1,0,0,0
Bus Stop (Alfred Road),10590732.0,51.627252676953326,0.0497194046467701,Bus stop,1,0,0,0
Bus Stop (Guru Gobind Singh College),10590732.0,51.62649468541786,0.062703161895497,Bus stop,1,0,0,0
Bus Stop (Guru Gobind Singh College),10590732.0,51.62619116614033,0.0635996322592952,Bus stop,1,0,0,0
Bus Stop (Chester Road),10590732.0,51.62255900782537,0.0691703112978065,Bus stop,1,0,0,0
Bus Stop (Chester Road),10590732.0,51.622288760243954,0.0697070018862394,Bus stop,1,0,0,0
Bus Stop (Brook Way),10590732.0,51.62144677940183,0.0741038332349955,Bus stop,1,0,0,0
Bus Stop (Brook Way),10590732.0,51.62114634240435,0.0758381764229646,Bus stop,1,0,0,0
Bus Stop (Beatrice Courtt),10590732.0,51.62574865723612,0.0477878131718349,Bus stop,1,0,0,0
Bus Stop (Cedar Close),10590732.0,51.62471237998695,0.0473944043797069,Bus stop,1,0,0,0
Bus Stop (Cedar Close),10590732.0,51.62370877038945,0.0471903008400301,Bus stop,1,0,0,0
Bus Stop (Oak Rise),10590732.0,51.62158725436387,0.0466325118219436,Bus stop,1,0,0,0
Bus Stop (Birch Close),10590732.0,51.62131592643389,0.0467214288880571,Bus stop,1,0,0,0
Bus Stop (Lea Valley Campsite),10590732.0,51.65508660479059,-0.0062759799074638,Bus stop,1,0,0,0
Bus Stop (Stapleford Aerodrome),10590732.0,51.6572451734847,0.1555474234839115,Bus stop,1,0,0,0
Bus Stop (Stapleford Aerodrome),10590732.0,51.65714948998428,0.1558609646531721,Bus stop,1,0,0,0
Bus Stop (Castell Road),10590732.0,51.65948186956848,0.0814213969373651,Bus stop,1,0,0,0
Bus Stop (Rolls Park Corner),10590732.0,51.63521199852386,0.0874343694512562,Bus stop,1,0,0,0
Bus Stop (Club House),10590732.0,51.61425358967655,0.0699769773347606,Bus stop,1,0,0,0
Bus Stop (Club House),10590732.0,51.6138014416368,0.0696097412734877,Bus stop,1,0,0,0
Bus Stop (Murtwell Dr),10590732.0,51.60664863579209,0.0830332360879271,Bus stop,1,0,0,0
Bus Stop (Linkside),10590732.0,51.61162258313539,0.0814555002486304,Bus stop,1,0,0,0
Bus Stop (Linkside),10590732.0,51.61205206034864,0.0810707231844938,Bus stop,1,0,0,0
Bus Stop (Hainault Grove),10590732.0,51.61385367325461,0.0798820338656371,Bus stop,1,0,0,0
Bus Stop (The Chase),10590732.0,51.61602133450911,0.0783344087380539,Bus stop,1,0,0,0
Bus Stop (Station Road),10590732.0,51.61819061193,0.0751687938862457,Bus stop,1,0,0,0
Bus Stop (St Winifreds Church),10590732.0,51.61136828584307,0.0841303675273392,Bus stop,1,0,0,0
Bus Stop (Millwell Crescent),10590732.0,51.61212824605734,0.0874150356206557,Bus stop,1,0,0,0
Bus Stop (Grange Hill Station),10590732.0,51.613398702440186,0.0918210359469188,Bus stop,1,0,0,0
Bus Stop (High View School Lane),10590732.0,51.616942952438286,0.102326892297558,Bus stop,1,0,0,0
Bus Stop (Royal Oak),10590732.0,51.62799324799711,0.1836941897189244,Bus stop,1,0,0,0
Bus Stop (Royal Oak),10590732.0,51.62803912249398,0.1831617773780715,Bus stop,1,0,0,0
Bus Stop (The Broadway),10590732.0,51.64693230215531,0.082205251596053,Bus stop,1,0,0,0
Bus Stop (Torrington Drive),10590732.0,51.64730737910423,0.082352534068114,Bus stop,1,0,0,0
Bus Stop (Holiday Inn),10590732.0,51.60963649572189,0.2672919728111503,Bus stop,1,0,0,0
Bus Stop (Goldings Road),10590732.0,51.659113528375066,0.0671482141520928,Bus stop,1,0,0,0
Bus Stop (Roding Hall),10590732.0,51.65152454487908,0.1190625962782402,Bus stop,1,0,0,0
Bus Stop (Roding Hall),10590732.0,51.65169642458106,0.119504307130456,Bus stop,1,0,0,0
Bus Stop (Passingford Bridge Rdbt),10590732.0,51.65424181358013,0.1716405255966966,Bus stop,1,0,0,0
Bus Stop (Passingford Bridge Rdbt),10590732.0,51.65419111097,0.1714646132813378,Bus stop,1,0,0,0
Bus Stop (Goldings Road),10590732.0,51.6592960332792,0.0669974739162513,Bus stop,1,0,0,0
Bus Stop (Castell Road),10590732.0,51.65998685898941,0.0818493920576183,Bus stop,1,0,0,0
Bus Stop (Maple Gate),10590732.0,51.655887183457125,0.0680568012544115,Bus stop,1,0,0,0
Bus Stop (Debden Station),10590732.0,51.64529467279196,0.0822603018578605,Bus stop,1,0,0,0
Bus Stop (Debden Station),10590732.0,51.64537193397063,0.0819603004699986,Bus stop,1,0,0,0
Bus Stop (Pyrles Lane),10590732.0,51.65694214537572,0.0775748416297183,Bus stop,1,0,0,0
Bus Stop (Hillyfields),10590732.0,51.65628654617012,0.0709087148084826,Bus stop,1,0,0,0
Bus Stop (Monkhams Inn),10590732.0,51.61842046378969,0.04568106194656,Bus stop,1,0,0,0
Bus Stop (Monkhams Inn),10590732.0,51.618101189750206,0.04594117007525,Bus stop,1,0,0,0
Bus Stop (Green Ln),10590732.0,51.65379151967335,0.2579582051538357,Bus stop,1,0,0,0
Bus Stop (The White Horse),10590732.0,51.64006692780548,0.2585047614423573,Bus stop,1,0,0,0
Bus Stop (Freddies),10590732.0,51.6628236279394,-0.00224910948761,Bus stop,1,0,0,0
Bus Stop (Loughton Library),10590732.0,51.64926300400919,0.059168675882024,Bus stop,1,0,0,0
Bus Stop (Stag Lane),10590732.0,51.62600912949799,0.0322822633795645,Bus stop,1,0,0,0
Bus Stop (Stag Lane),10590732.0,51.62526633296471,0.0315555706844716,Bus stop,1,0,0,0
Bus Stop (Loughton Station),10590732.0,51.641952512049,0.0550362357343558,Bus stop,1,0,0,0
Bus Stop (Buckhurst Hill Station),10590732.0,51.62650468074732,0.0462036500863546,Bus stop,1,0,0,0
Bus Stop (Chigwell Station),10590732.0,51.618999040871074,0.0752201225127418,Bus stop,1,0,0,0
Bus Stop (Chigwell Station),10590732.0,51.61907271021562,0.0751223617079962,Bus stop,1,0,0,0
Bus Stop (West Hatch School),10590732.0,51.61146788552408,0.0642461370508434,Bus stop,1,0,0,0
Bus Stop (St Winifreds Church),10590732.0,51.61097107969734,0.0826967166341225,Bus stop,1,0,0,0
Bus Stop (The Maypole),10590732.0,51.61986671009621,0.1142791119385144,Bus stop,1,0,0,0
Bus Stop (The Maypole),10590732.0,51.61982048431929,0.1143491946647551,Bus stop,1,0,0,0
Bus Stop (Sedley Rise),10590732.0,51.655742150914975,0.0665899771227154,Bus stop,1,0,0,0
Bus Stop (Sedley Rise),10590732.0,51.65585997776585,0.0665375068903912,Bus stop,1,0,0,0
Bus Stop (River Way),10590732.0,51.64088032318686,0.0689781573771552,Bus stop,1,0,0,0
Bus Stop (River Way),10590732.0,51.64073189798182,0.0687257020822021,Bus stop,1,0,0,0
Bus Stop (Durnell Way),10590732.0,51.64891091480816,0.0710061937645099,Bus stop,1,0,0,0
Bus Stop (Durnell Way),10590732.0,51.64863134963105,0.0710512727176396,Bus stop,1,0,0,0
Bus Stop (Parkmead),10590732.0,51.643056462414606,0.070002257447597,Bus stop,1,0,0,0
Bus Stop (The Murray Hall),10590732.0,51.64829010030689,0.0725535221034114,Bus stop,1,0,0,0
Bus Stop (The Murray Hall),10590732.0,51.6481066281485,0.0732679142080708,Bus stop,1,0,0,0
Bus Stop (The Crown),10590732.0,51.64420094084248,0.0524494782555142,Bus stop,1,0,0,0
Bus Stop (Traps Hill),10590732.0,51.64911886754249,0.0566179742481837,Bus stop,1,0,0,0
Bus Stop (Hutson Terrace),10590732.0,51.47839546104,0.2578384320944767,Bus stop,1,0,0,0
Bus Stop (Stonehouse Corner),10590732.0,51.47803546873767,0.2611186487648436,Bus stop,1,0,0,0
Bus Stop (Stonehouse Corner),10590732.0,51.4781955244732,0.2612129765899049,Bus stop,1,0,0,0
Bus Stop (Stonehouse Lane),10590732.0,51.48394801653007,0.2623041824030722,Bus stop,1,0,0,0
Bus Stop (Stonehouse Lane),10590732.0,51.48439019949005,0.2622252448586618,Bus stop,1,0,0,0
Bus Stop (Marlow Avenue),10590732.0,51.48825000490857,0.2335200312851215,Bus stop,1,0,0,0
Bus Stop (Saladin Drive),10590732.0,51.48604050691066,0.2319572184006905,Bus stop,1,0,0,0
Bus Stop (Marlow Avenue),10590732.0,51.48714736071473,0.233336497206585,Bus stop,1,0,0,0
Bus Stop (War Memorial),10590732.0,51.482899436498094,0.2316165817314685,Bus stop,1,0,0,0
Bus Stop (War Memorial),10590732.0,51.48268407843655,0.2315916634304556,Bus stop,1,0,0,0
Bus Stop (Railway Station),10590732.0,51.480295886282086,0.2384602276936029,Bus stop,1,0,0,0
Bus Stop (Railway Station),10590732.0,51.48046181041983,0.2377770355713088,Bus stop,1,0,0,0
Bus Stop (Linnet Way),10590732.0,51.47950442765481,0.2426989100831863,Bus stop,1,0,0,0
Bus Stop (London Road Lindon Close),10590732.0,51.47895362903605,0.2475109564100984,Bus stop,1,0,0,0
Bus Stop (London Road Lindon Close),10590732.0,51.47845238133889,0.2506691191667145,Bus stop,1,0,0,0
Bus Stop (Lockyer Road),10590732.0,51.47894156803673,0.2528247019245841,Bus stop,1,0,0,0
Bus Stop (Hutson Terrace),10590732.0,51.47825835892921,0.2574860169610621,Bus stop,1,0,0,0
Bus Stop (Usk Rd),10590732.0,51.509557360316656,0.2502996482567761,Bus stop,1,0,0,0
Bus Stop (Tank Hill Road Primary School),10590732.0,51.48485819368005,0.233123801988702,Bus stop,1,0,0,0
Bus Stop (London Road),10590732.0,51.496532191367365,0.2358987732075327,Bus stop,1,0,0,0
Bus Stop (Purfleet Road),10590732.0,51.49811893982948,0.2432236776498586,Bus stop,1,0,0,0
Bus Stop (Blenheim Gardens),10590732.0,51.49878369367032,0.2460803397787459,Bus stop,1,0,0,0
Bus Stop (Arnhem Avenue),10590732.0,51.49760857199052,0.2473336764853988,Bus stop,1,0,0,0
Bus Stop (Arnhem Avenue),10590732.0,51.49765018387777,0.2475086184402764,Bus stop,1,0,0,0
Bus Stop (Central Avenue),10590732.0,51.495428085458585,0.2470823379268987,Bus stop,1,0,0,0
Bus Stop (Central Avenue),10590732.0,51.495722368720834,0.247212071453632,Bus stop,1,0,0,0
Bus Stop (Crescent Walk),10590732.0,51.49478902998717,0.2503933283188712,Bus stop,1,0,0,0
Bus Stop (Crescent Walk),10590732.0,51.49512021931805,0.2509427054844645,Bus stop,1,0,0,0
Bus Stop (Hall Avenue),10590732.0,51.4959071015195,0.2544536509625774,Bus stop,1,0,0,0
Bus Stop (Hall Avenue),10590732.0,51.49614842623173,0.2549986357012821,Bus stop,1,0,0,0
Bus Stop (Hall Road),10590732.0,51.496636174652025,0.2562905809097354,Bus stop,1,0,0,0
Bus Stop (Blenheim Gardens),10590732.0,51.4985842176452,0.2456959183623132,Bus stop,1,0,0,0
Bus Stop (Watts Crescent),10590732.0,51.48584291390839,0.2498231275442704,Bus stop,1,0,0,0
Bus Stop (Recreation Ground),10590732.0,51.49784729785162,0.2559757948119188,Bus stop,1,0,0,0
Bus Stop (Stanford Gardens),10590732.0,51.49953243303611,0.2618656549117449,Bus stop,1,0,0,0
Bus Stop (Stanford Gardens),10590732.0,51.49944435261993,0.262235914190094,Bus stop,1,0,0,0
Bus Stop (High Street),10590732.0,51.499211348745696,0.2533199747378069,Bus stop,1,0,0,0
Bus Stop (High Street),10590732.0,51.4989604481679,0.2546763886087988,Bus stop,1,0,0,0
Bus Stop (Aveley Library),10590732.0,51.499221164889,0.2504675950685019,Bus stop,1,0,0,0
Bus Stop (Aveley Library),10590732.0,51.49913063320621,0.250967427751157,Bus stop,1,0,0,0
Bus Stop (Hanford Road),10590732.0,51.50091606526913,0.2511850976089577,Bus stop,1,0,0,0
Bus Stop (Hanford Road),10590732.0,51.50072241535588,0.2514349129619155,Bus stop,1,0,0,0
Bus Stop (St Pauls Close),10590732.0,51.503481425935945,0.2477811594302546,Bus stop,1,0,0,0
Bus Stop (St Pauls Close),10590732.0,51.503423806814375,0.2484411707998894,Bus stop,1,0,0,0
Bus Stop (Shannon Way),10590732.0,51.505657338625866,0.2478017959015258,Bus stop,1,0,0,0
Bus Stop (Shannon Way),10590732.0,51.506435279935616,0.2485029791568066,Bus stop,1,0,0,0
Bus Stop (Teviot Avenue),10590732.0,51.50741406576424,0.2532635674218209,Bus stop,1,0,0,0
Bus Stop (South Kensington Museums),10590732.0,51.49781501583614,-0.1741191189949728,Bus stop,1,0,0,0
Bus Stop (Heathrow Terminal 5),10590732.0,51.47136871581208,-0.4895808182345195,Bus stop,1,0,0,0
Bus Stop (Heathrow Terminal 5),10590732.0,51.47125149610067,-0.4895558926943753,Bus stop,1,0,0,0
Bus Stop (The Perseverance),10590732.0,51.45762971470871,-0.5524030149733387,Bus stop,1,0,0,0
Bus Stop (Railway Station),10590732.0,51.45844323961047,-0.541135489382037,Bus stop,1,0,0,0
Bus Stop (Coppermill Road South),10590732.0,51.46274228104086,-0.5347076011862674,Bus stop,1,0,0,0
Bus Stop (Village Hall),10590732.0,51.473078214019054,-0.542238189497035,Bus stop,1,0,0,0
Bus Stop (Berkyn Manor),10590732.0,51.47146766967315,-0.5349464319771217,Bus stop,1,0,0,0
Bus Stop (Coppermill Road North),10590732.0,51.46769851712448,-0.5312375354344308,Bus stop,1,0,0,0
